"MatchingRule","Record1Identifier","Record2Identifier","TotalSimilarity","IsMatch","[0] GamesYearComparator5Years record1Value","[0] GamesYearComparator5Years record2Value","[0] GamesYearComparator5Years record1PreprocessedValue","[0] GamesYearComparator5Years record2PreprocessedValue","[0] GamesYearComparator5Years similarity","[0] GamesYearComparator5Years postproccesedSimilarity","[1] GamesTitleComparatorJaccard record1Value","[1] GamesTitleComparatorJaccard record2Value","[1] GamesTitleComparatorJaccard record1PreprocessedValue","[1] GamesTitleComparatorJaccard record2PreprocessedValue","[1] GamesTitleComparatorJaccard similarity","[1] GamesTitleComparatorJaccard postproccesedSimilarity"
"LinearCombinationMatchingRule","sales_7872","wiki_52237","0.0",,"2004-01-01T01:01:01.000000001","1990-01-01T01:01:01.000000001","2004-01-01T01:01:01.000000001","1990-01-01T01:01:01.000000001","0.0","0.0","Teenage Mutant Ninja Turtles 2: Battle Nexus","Teenage Mutant Ninja Turtles: World Tour","teenage mutant ninja turtles 2: battle nexus","teenage mutant ninja turtles: world tour","0.4444444444444444","0.0"
"LinearCombinationMatchingRule","sales_11014","wiki_40519","0.0",,"2008-01-01T01:01:01.000000001","1983-01-01T01:01:01.000000001","2008-01-01T01:01:01.000000001","1983-01-01T01:01:01.000000001","0.0","0.0","Space Chimps","Spare Change","space chimps","spare change","0.0","0.0"
"LinearCombinationMatchingRule","sales_14167","wiki_33423","0.0",,"2006-01-01T01:01:01.000000001","1998-01-01T01:01:01.000000001","2006-01-01T01:01:01.000000001","1998-01-01T01:01:01.000000001","0.0","0.0","MotoGP","Motorhead","motogp","motorhead","0.0","0.0"
"LinearCombinationMatchingRule","sales_12036","wiki_22085","0.0",,"2004-01-01T01:01:01.000000001","2012-01-01T01:01:01.000000001","2004-01-01T01:01:01.000000001","2012-01-01T01:01:01.000000001","0.0","0.0","Catwoman","Catch-22","catwoman","catch-22","0.0","0.0"
"LinearCombinationMatchingRule","sales_9400","wiki_21434","0.0",,"2004-01-01T01:01:01.000000001","0000-01-01T01:01:01.000000001","2004-01-01T01:01:01.000000001","0000-01-01T01:01:01.000000001","0.0","0.0","Chessmaster","Chaos","chessmaster","chaos","0.0","0.0"
"LinearCombinationMatchingRule","sales_6897","wiki_30243","0.0",,"1980-01-01T01:01:01.000000001","0001-01-01T01:01:01.000000001","1980-01-01T01:01:01.000000001","0001-01-01T01:01:01.000000001","0.0","0.0","Checkers","ChronoClock","checkers","chronoclock","0.0","0.0"
"LinearCombinationMatchingRule","sales_1272","wiki_28598","0.18",,"2000-01-01T01:01:01.000000001","2002-01-01T01:01:01.000000001","2000-01-01T01:01:01.000000001","2002-01-01T01:01:01.000000001","0.6","0.6","Banjo-Tooie","Barbarian","banjo-tooie","barbarian","0.0","0.0"
"LinearCombinationMatchingRule","sales_6638","wiki_21796","0.12",,"2009-01-01T01:01:01.000000001","2006-01-01T01:01:01.000000001","2009-01-01T01:01:01.000000001","2006-01-01T01:01:01.000000001","0.4","0.4","Scrabble","Scratches","scrabble","scratches","0.0","0.0"
"LinearCombinationMatchingRule","sales_16366","wiki_17735","0.0",,"2010-01-01T01:01:01.000000001","1979-01-01T01:01:01.000000001","2010-01-01T01:01:01.000000001","1979-01-01T01:01:01.000000001","0.0","0.0","Survivor","Submarine","survivor","submarine","0.0","0.0"
"LinearCombinationMatchingRule","sales_15198","wiki_47352","0.0",,"0000-01-01T01:01:01.000000001","2000-01-01T01:01:01.000000001","0000-01-01T01:01:01.000000001","2000-01-01T01:01:01.000000001","0.0","0.0","Saint","Sanvein","saint","sanvein","0.0","0.0"
"LinearCombinationMatchingRule","sales_12000","wiki_16839","0.18",,"2007-01-01T01:01:01.000000001","2005-01-01T01:01:01.000000001","2007-01-01T01:01:01.000000001","2005-01-01T01:01:01.000000001","0.6","0.6","The Sims 2: Seasons","The Sims 2: Christmas Party Pack","the sims 2: seasons","the sims 2: christmas party pack","0.42857142857142855","0.0"
"LinearCombinationMatchingRule","sales_4374","wiki_41663","0.059999999999999984",,"1995-01-01T01:01:01.000000001","1999-01-01T01:01:01.000000001","1995-01-01T01:01:01.000000001","1999-01-01T01:01:01.000000001","0.19999999999999996","0.19999999999999996","Persona","Pepsiman","persona","pepsiman","0.0","0.0"
"LinearCombinationMatchingRule","sales_3858","wiki_31897","0.0",,"2007-01-01T01:01:01.000000001","1998-01-01T01:01:01.000000001","2007-01-01T01:01:01.000000001","1998-01-01T01:01:01.000000001","0.0","0.0","Ratatouille","Rascal","ratatouille","rascal","0.0","0.0"
"LinearCombinationMatchingRule","sales_11688","wiki_27409","0.12",,"2005-01-01T01:01:01.000000001","2002-01-01T01:01:01.000000001","2005-01-01T01:01:01.000000001","2002-01-01T01:01:01.000000001","0.4","0.4","Dragon Ball Z: The Legacy of Goku I & II","Dragon Ball Z: The Legacy of Goku","dragon ball z: the legacy of goku i & ii","dragon ball z: the legacy of goku","0.7777777777777778","0.0"
"LinearCombinationMatchingRule","sales_3041","wiki_17059","0.0",,"2008-01-01T01:01:01.000000001","2003-01-01T01:01:01.000000001","2008-01-01T01:01:01.000000001","2003-01-01T01:01:01.000000001","0.0","0.0","Command & Conquer: Red Alert 3","Command & Conquer: Generals â€“ Zero Hour","command & conquer: red alert 3","command & conquer: generals â€“ zero hour","0.2222222222222222","0.0"
"LinearCombinationMatchingRule","sales_3317","wiki_47907","0.0",,"2010-01-01T01:01:01.000000001","1985-01-01T01:01:01.000000001","2010-01-01T01:01:01.000000001","1985-01-01T01:01:01.000000001","0.0","0.0","Split/Second","Spellbreaker","split/second","spellbreaker","0.0","0.0"
"LinearCombinationMatchingRule","sales_15057","wiki_36813","0.0",,"2012-01-01T01:01:01.000000001","2000-01-01T01:01:01.000000001","2012-01-01T01:01:01.000000001","2000-01-01T01:01:01.000000001","0.0","0.0","Xia-Xia","Xiama","xia-xia","xiama","0.0","0.0"
"LinearCombinationMatchingRule","sales_2703","wiki_38161","0.24",,"2009-01-01T01:01:01.000000001","2008-01-01T01:01:01.000000001","2009-01-01T01:01:01.000000001","2008-01-01T01:01:01.000000001","0.8","0.8","Drawn to Life: The Next Chapter","Drawn to Life: SpongeBob SquarePants Edition","drawn to life: the next chapter","drawn to life: spongebob squarepants edition","0.3333333333333333","0.0"
"LinearCombinationMatchingRule","sales_11017","wiki_25845","0.0",,"2003-01-01T01:01:01.000000001","2016-01-01T01:01:01.000000001","2003-01-01T01:01:01.000000001","2016-01-01T01:01:01.000000001","0.0","0.0","Ghosthunter","Ghostbusters","ghosthunter","ghostbusters","0.0","0.0"
"LinearCombinationMatchingRule","sales_10185","wiki_38201","0.0",,"2011-01-01T01:01:01.000000001","1987-01-01T01:01:01.000000001","2011-01-01T01:01:01.000000001","1987-01-01T01:01:01.000000001","0.0","0.0","DualPenSports","Duck","dualpensports","duck","0.0","0.0"
"LinearCombinationMatchingRule","sales_14312","wiki_47662","0.0",,"2012-01-01T01:01:01.000000001","2007-01-01T01:01:01.000000001","2012-01-01T01:01:01.000000001","2007-01-01T01:01:01.000000001","0.0","0.0","Silverlicious","SimPort","silverlicious","simport","0.0","0.0"
"LinearCombinationMatchingRule","sales_5219","wiki_49260","0.0",,"2013-01-01T01:01:01.000000001","2005-01-01T01:01:01.000000001","2013-01-01T01:01:01.000000001","2005-01-01T01:01:01.000000001","0.0","0.0","Call of Duty: Ghosts","Call of Duty 2: Big Red One","call of duty: ghosts","call of duty 2: big red one","0.375","0.0"
"LinearCombinationMatchingRule","sales_12124","wiki_25661","0.0",,"2010-01-01T01:01:01.000000001","2000-01-01T01:01:01.000000001","2010-01-01T01:01:01.000000001","2000-01-01T01:01:01.000000001","0.0","0.0","Mario Tennis","Mario Tennis","mario tennis","mario tennis","1.0","0.0"
"LinearCombinationMatchingRule","sales_11382","wiki_38580","0.0",,"2005-01-01T01:01:01.000000001","1983-01-01T01:01:01.000000001","2005-01-01T01:01:01.000000001","1983-01-01T01:01:01.000000001","0.0","0.0","Exit","Excalibur","exit","excalibur","0.0","0.0"
"LinearCombinationMatchingRule","sales_10835","wiki_27393","0.0",,"2006-01-01T01:01:01.000000001","1986-01-01T01:01:01.000000001","2006-01-01T01:01:01.000000001","1986-01-01T01:01:01.000000001","0.0","0.0","Barnyard","Batman","barnyard","batman","0.0","0.0"
"LinearCombinationMatchingRule","sales_10814","wiki_24951","0.0",,"2011-01-01T01:01:01.000000001","2002-01-01T01:01:01.000000001","2011-01-01T01:01:01.000000001","2002-01-01T01:01:01.000000001","0.0","0.0","MindJack","Miniconomy","mindjack","miniconomy","0.0","0.0"
"LinearCombinationMatchingRule","sales_2044","wiki_25053","0.12",,"2010-01-01T01:01:01.000000001","2013-01-01T01:01:01.000000001","2010-01-01T01:01:01.000000001","2013-01-01T01:01:01.000000001","0.4","0.4","God of War: Ghost of Sparta","God of War: Ascension","god of war: ghost of sparta","god of war: ascension","0.5","0.0"
"LinearCombinationMatchingRule","sales_12979","wiki_18798","0.0",,"2004-01-01T01:01:01.000000001","1989-01-01T01:01:01.000000001","2004-01-01T01:01:01.000000001","1989-01-01T01:01:01.000000001","0.0","0.0","Powerdrome","Populous","powerdrome","populous","0.0","0.0"
"LinearCombinationMatchingRule","sales_6486","wiki_30262","0.059999999999999984",,"2013-01-01T01:01:01.000000001","2017-01-01T01:01:01.000000001","2013-01-01T01:01:01.000000001","2017-01-01T01:01:01.000000001","0.19999999999999996","0.19999999999999996","Jikkyou Powerful Pro Yakyuu 2013","JikkyÅ Powerful Pro YakyÅ« Championship 2017","jikkyou powerful pro yakyuu 2013","jikkyå powerful pro yakyå« championship 2017","0.2222222222222222","0.0"
"LinearCombinationMatchingRule","sales_7332","wiki_50239","0.3",,"2002-01-01T01:01:01.000000001","2002-01-01T01:01:01.000000001","2002-01-01T01:01:01.000000001","2002-01-01T01:01:01.000000001","1.0","1.0","Disaster Report","Disaster Report","disaster report","disaster report","1.0","0.0"
"LinearCombinationMatchingRule","sales_7926","wiki_46406","0.0",,"2010-01-01T01:01:01.000000001","1979-01-01T01:01:01.000000001","2010-01-01T01:01:01.000000001","1979-01-01T01:01:01.000000001","0.0","0.0","Pictionary","Pinball","pictionary","pinball","0.0","0.0"
"LinearCombinationMatchingRule","sales_1533","wiki_23802","0.12",,"2003-01-01T01:01:01.000000001","2006-01-01T01:01:01.000000001","2003-01-01T01:01:01.000000001","2006-01-01T01:01:01.000000001","0.4","0.4","Pirates of the Caribbean: The Curse of the Black Pearl","Pirates of the Caribbean Multiplayer Mobile","pirates of the caribbean: the curse of the black pearl","pirates of the caribbean multiplayer mobile","0.4444444444444444","0.0"
"LinearCombinationMatchingRule","sales_5992","wiki_42352","0.0",,"2000-01-01T01:01:01.000000001","0001-01-01T01:01:01.000000001","2000-01-01T01:01:01.000000001","0001-01-01T01:01:01.000000001","0.0","0.0","Jikkyou Powerful Pro Yakyuu 2000 Kaimakuban","JikkyÅ Powerful Pro YakyÅ« Wii","jikkyou powerful pro yakyuu 2000 kaimakuban","jikkyå powerful pro yakyå« wii","0.2222222222222222","0.0"
"LinearCombinationMatchingRule","sales_2059","wiki_19823","0.0",,"2000-01-01T01:01:01.000000001","2013-01-01T01:01:01.000000001","2000-01-01T01:01:01.000000001","2013-01-01T01:01:01.000000001","0.0","0.0","Dead or Alive 2","Dead or Alive 5 Ultimate","dead or alive 2","dead or alive 5 ultimate","0.5","0.0"
"LinearCombinationMatchingRule","sales_2392","wiki_32388","0.0",,"2009-01-01T01:01:01.000000001","1989-01-01T01:01:01.000000001","2009-01-01T01:01:01.000000001","1989-01-01T01:01:01.000000001","0.0","0.0","The House of the Dead: Overkill","The Hound of Shadow","the house of the dead: overkill","the hound of shadow","0.2857142857142857","0.0"
"LinearCombinationMatchingRule","sales_5098","wiki_51220","0.0",,"2007-01-01T01:01:01.000000001","2014-01-01T01:01:01.000000001","2007-01-01T01:01:01.000000001","2014-01-01T01:01:01.000000001","0.0","0.0","Kingdom Under Fire: Circle of Doom","Kingdom Under Fire II","kingdom under fire: circle of doom","kingdom under fire ii","0.42857142857142855","0.0"
"LinearCombinationMatchingRule","sales_2503","wiki_16716","0.059999999999999984",,"1996-01-01T01:01:01.000000001","1992-01-01T01:01:01.000000001","1996-01-01T01:01:01.000000001","1992-01-01T01:01:01.000000001","0.19999999999999996","0.19999999999999996","Casper","Caesar","casper","caesar","0.0","0.0"
"LinearCombinationMatchingRule","sales_13733","wiki_51766","0.0",,"2003-01-01T01:01:01.000000001","2009-01-01T01:01:01.000000001","2003-01-01T01:01:01.000000001","2009-01-01T01:01:01.000000001","0.0","0.0","Grand Theft Auto: Vice City","Grand Theft Auto: Chinatown Wars","grand theft auto: vice city","grand theft auto: chinatown wars","0.42857142857142855","0.0"
"LinearCombinationMatchingRule","sales_7938","wiki_28636","0.0",,"2008-01-01T01:01:01.000000001","0001-01-01T01:01:01.000000001","2008-01-01T01:01:01.000000001","0001-01-01T01:01:01.000000001","0.0","0.0","Bolt","Bovo","bolt","bovo","0.0","0.0"
"LinearCombinationMatchingRule","sales_3100","wiki_49050","0.0",,"2008-01-01T01:01:01.000000001","2003-01-01T01:01:01.000000001","2008-01-01T01:01:01.000000001","2003-01-01T01:01:01.000000001","0.0","0.0","Tiger Woods PGA Tour 09","Tiger Woods PGA Tour 2004","tiger woods pga tour 09","tiger woods pga tour 2004","0.6666666666666666","0.0"
"LinearCombinationMatchingRule","sales_4200","wiki_49045","0.0",,"0000-01-01T01:01:01.000000001","2006-01-01T01:01:01.000000001","0000-01-01T01:01:01.000000001","2006-01-01T01:01:01.000000001","0.0","0.0","Tiger Woods PGA Tour 07","Tiger Woods PGA Tour 07","tiger woods pga tour 07","tiger woods pga tour 07","1.0","0.0"
"LinearCombinationMatchingRule","sales_8318","wiki_23079","0.24",,"2013-01-01T01:01:01.000000001","2012-01-01T01:01:01.000000001","2013-01-01T01:01:01.000000001","2012-01-01T01:01:01.000000001","0.8","0.8","Pro Evolution Soccer 2014","Pro Evolution Soccer 2013","pro evolution soccer 2014","pro evolution soccer 2013","0.6","0.0"
"LinearCombinationMatchingRule","sales_11633","wiki_18186","0.0",,"2009-01-01T01:01:01.000000001","1994-01-01T01:01:01.000000001","2009-01-01T01:01:01.000000001","1994-01-01T01:01:01.000000001","0.0","0.0","Jikkyou Powerful Pro Yakyuu Next","Jikkyou Powerful Pro Yakyuu '95","jikkyou powerful pro yakyuu next","jikkyou powerful pro yakyuu '95","0.6666666666666666","0.0"
"LinearCombinationMatchingRule","sales_9963","wiki_34968","0.24",,"1998-01-01T01:01:01.000000001","1999-01-01T01:01:01.000000001","1998-01-01T01:01:01.000000001","1999-01-01T01:01:01.000000001","0.8","0.8","Lunar 2: Eternal Blue","Lunar 2: Eternal Blue Complete","lunar 2: eternal blue","lunar 2: eternal blue complete","0.8","0.0"
"LinearCombinationMatchingRule","sales_8692","wiki_38832","0.12",,"2003-01-01T01:01:01.000000001","2006-01-01T01:01:01.000000001","2003-01-01T01:01:01.000000001","2006-01-01T01:01:01.000000001","0.4","0.4","Battlestar Galactica","Battlestar Galactica","battlestar galactica","battlestar galactica","1.0","0.0"
"LinearCombinationMatchingRule","sales_11598","wiki_28985","0.0",,"2011-01-01T01:01:01.000000001","2017-01-01T01:01:01.000000001","2011-01-01T01:01:01.000000001","2017-01-01T01:01:01.000000001","0.0","0.0","FabStyle","Faeria","fabstyle","faeria","0.0","0.0"
"LinearCombinationMatchingRule","sales_14246","wiki_28370","0.0",,"1996-01-01T01:01:01.000000001","1985-01-01T01:01:01.000000001","1996-01-01T01:01:01.000000001","1985-01-01T01:01:01.000000001","0.0","0.0","PowerSlave","PosÃ©idon","powerslave","posã©idon","0.0","0.0"
"LinearCombinationMatchingRule","sales_13011","wiki_32093","0.18",,"2002-01-01T01:01:01.000000001","2000-01-01T01:01:01.000000001","2002-01-01T01:01:01.000000001","2000-01-01T01:01:01.000000001","0.6","0.6","Shifters","Sheep","shifters","sheep","0.0","0.0"
"LinearCombinationMatchingRule","sales_2626","wiki_22465","0.0",,"2010-01-01T01:01:01.000000001","2016-01-01T01:01:01.000000001","2010-01-01T01:01:01.000000001","2016-01-01T01:01:01.000000001","0.0","0.0","Naruto Shippuden: Ultimate Ninja Storm 2","Naruto Shippuden: Ultimate Ninja Storm 4","naruto shippuden: ultimate ninja storm 2","naruto shippuden: ultimate ninja storm 4","0.7142857142857143","0.0"
"LinearCombinationMatchingRule","sales_2432","wiki_26160","0.0",,"2009-01-01T01:01:01.000000001","2003-01-01T01:01:01.000000001","2009-01-01T01:01:01.000000001","2003-01-01T01:01:01.000000001","0.0","0.0","Need for Speed: Nitro","Need for Speed: Underground","need for speed: nitro","need for speed: underground","0.6","0.0"
"LinearCombinationMatchingRule","sales_1824","wiki_47090","0.0",,"2011-01-01T01:01:01.000000001","1990-01-01T01:01:01.000000001","2011-01-01T01:01:01.000000001","1990-01-01T01:01:01.000000001","0.0","0.0","Rocksmith","RollerGames","rocksmith","rollergames","0.0","0.0"
"LinearCombinationMatchingRule","sales_2509","wiki_27048","0.12",,"2006-01-01T01:01:01.000000001","2009-01-01T01:01:01.000000001","2006-01-01T01:01:01.000000001","2009-01-01T01:01:01.000000001","0.4","0.4","Marvel: Ultimate Alliance","Marvel: Ultimate Alliance 2","marvel: ultimate alliance","marvel: ultimate alliance 2","0.75","0.0"
"LinearCombinationMatchingRule","sales_12627","wiki_49635","0.0",,"0000-01-01T01:01:01.000000001","2011-01-01T01:01:01.000000001","0000-01-01T01:01:01.000000001","2011-01-01T01:01:01.000000001","0.0","0.0","Captain America: Super Soldier","Captain America: Super Soldier","captain america: super soldier","captain america: super soldier","1.0","0.0"
"LinearCombinationMatchingRule","sales_766","wiki_20297","0.0",,"1992-01-01T01:01:01.000000001","2000-01-01T01:01:01.000000001","1992-01-01T01:01:01.000000001","2000-01-01T01:01:01.000000001","0.0","0.0","SimCity 2000","Sissyfight 2000","simcity 2000","sissyfight 2000","0.3333333333333333","0.0"
"LinearCombinationMatchingRule","sales_12211","wiki_31708","0.3",,"1997-01-01T01:01:01.000000001","1997-01-01T01:01:01.000000001","1997-01-01T01:01:01.000000001","1997-01-01T01:01:01.000000001","1.0","1.0","Pandemonium 2","Pandemonium 2","pandemonium 2","pandemonium 2","1.0","0.0"
"LinearCombinationMatchingRule","sales_38","wiki_23798","0.12",,"2011-01-01T01:01:01.000000001","2008-01-01T01:01:01.000000001","2011-01-01T01:01:01.000000001","2008-01-01T01:01:01.000000001","0.4","0.4","Call of Duty: Modern Warfare 3","Call of Duty: World at War","call of duty: modern warfare 3","call of duty: world at war","0.3333333333333333","0.0"
"LinearCombinationMatchingRule","sales_1295","wiki_31211","0.3",,"2008-01-01T01:01:01.000000001","2008-01-01T01:01:01.000000001","2008-01-01T01:01:01.000000001","2008-01-01T01:01:01.000000001","1.0","1.0","The House of the Dead 2 & 3 Return","The House of the Dead 2 & 3 Return","the house of the dead 2 & 3 return","the house of the dead 2 & 3 return","1.0","0.0"
"LinearCombinationMatchingRule","sales_14527","wiki_21571","0.0",,"2009-01-01T01:01:01.000000001","0001-01-01T01:01:01.000000001","2009-01-01T01:01:01.000000001","0001-01-01T01:01:01.000000001","0.0","0.0","Braid","BRAVA!!","braid","brava!!","0.0","0.0"
"LinearCombinationMatchingRule","sales_4059","wiki_21734","0.0",,"2008-01-01T01:01:01.000000001","2015-01-01T01:01:01.000000001","2008-01-01T01:01:01.000000001","2015-01-01T01:01:01.000000001","0.0","0.0","Alone in the Dark","Alone in the Dark: Illumination","alone in the dark","alone in the dark: illumination","0.8","0.0"
"LinearCombinationMatchingRule","sales_6963","wiki_19297","0.0",,"2006-01-01T01:01:01.000000001","1996-01-01T01:01:01.000000001","2006-01-01T01:01:01.000000001","1996-01-01T01:01:01.000000001","0.0","0.0","Mobile Suit Gundam: Climax U.C.","Mobile Suit Gundam Side Story","mobile suit gundam: climax u.c.","mobile suit gundam side story","0.375","0.0"
"LinearCombinationMatchingRule","sales_2203","wiki_23783","0.12",,"2012-01-01T01:01:01.000000001","2009-01-01T01:01:01.000000001","2012-01-01T01:01:01.000000001","2009-01-01T01:01:01.000000001","0.4","0.4","Assassin's Creed III","Assassin's Creed II: Discovery","assassin's creed iii","assassin's creed ii: discovery","0.5","0.0"
"LinearCombinationMatchingRule","sales_9331","wiki_37319","0.24",,"2008-01-01T01:01:01.000000001","2007-01-01T01:01:01.000000001","2008-01-01T01:01:01.000000001","2007-01-01T01:01:01.000000001","0.8","0.8","Legendary","Lettriq","legendary","lettriq","0.0","0.0"
"LinearCombinationMatchingRule","sales_9943","wiki_24128","0.18",,"2010-01-01T01:01:01.000000001","2012-01-01T01:01:01.000000001","2010-01-01T01:01:01.000000001","2012-01-01T01:01:01.000000001","0.6","0.6","The Lord of the Rings: Aragorn's Quest","The Lord of the Rings Online: Riders of Rohan","the lord of the rings: aragorn's quest","the lord of the rings online: riders of rohan","0.4","0.0"
"LinearCombinationMatchingRule","sales_16176","wiki_37379","0.0",,"2016-01-01T01:01:01.000000001","1984-01-01T01:01:01.000000001","2016-01-01T01:01:01.000000001","1984-01-01T01:01:01.000000001","0.0","0.0","Republique","Revs","republique","revs","0.0","0.0"
"LinearCombinationMatchingRule","sales_4787","wiki_19969","0.3",,"2014-01-01T01:01:01.000000001","2014-01-01T01:01:01.000000001","2014-01-01T01:01:01.000000001","2014-01-01T01:01:01.000000001","1.0","1.0","Hatsune Miku: Project Diva F 2nd","Hatsune Miku: Project DIVA F 2nd","hatsune miku: project diva f 2nd","hatsune miku: project diva f 2nd","1.0","0.0"
"LinearCombinationMatchingRule","sales_3782","wiki_50287","0.18",,"1994-01-01T01:01:01.000000001","1992-01-01T01:01:01.000000001","1994-01-01T01:01:01.000000001","1992-01-01T01:01:01.000000001","0.6","0.6","Romance of the Three Kingdoms IV: Wall of Fire","Romance of the Three Kingdoms III: Dragon of Destiny","romance of the three kingdoms iv: wall of fire","romance of the three kingdoms iii: dragon of destiny","0.45454545454545453","0.0"
"LinearCombinationMatchingRule","sales_3721","wiki_27386","0.18",,"2011-01-01T01:01:01.000000001","2009-01-01T01:01:01.000000001","2011-01-01T01:01:01.000000001","2009-01-01T01:01:01.000000001","0.6","0.6","Dragon Ball Z: Ultimate Tenkaichi","Dragon Ball Z: Attack of the Saiyans","dragon ball z: ultimate tenkaichi","dragon ball z: attack of the saiyans","0.3333333333333333","0.0"
"LinearCombinationMatchingRule","sales_2524","wiki_23050","0.3",,"2015-01-01T01:01:01.000000001","2015-01-01T01:01:01.000000001","2015-01-01T01:01:01.000000001","2015-01-01T01:01:01.000000001","1.0","1.0","Madden NFL 16","Madden NFL 16","madden nfl 16","madden nfl 16","1.0","0.0"
"LinearCombinationMatchingRule","sales_4232","wiki_26791","0.12",,"2002-01-01T01:01:01.000000001","2005-01-01T01:01:01.000000001","2002-01-01T01:01:01.000000001","2005-01-01T01:01:01.000000001","0.4","0.4","Dragon Ball Z: Collectible Card Game","Dragon Ball Z: Sagas","dragon ball z: collectible card game","dragon ball z: sagas","0.42857142857142855","0.0"
"LinearCombinationMatchingRule","sales_13776","wiki_21823","0.059999999999999984",,"2012-01-01T01:01:01.000000001","2008-01-01T01:01:01.000000001","2012-01-01T01:01:01.000000001","2008-01-01T01:01:01.000000001","0.19999999999999996","0.19999999999999996","The Legend of Heroes: Trails in the Sky First Chapter","The Legend of Spyro: Dawn of the Dragon","the legend of heroes: trails in the sky first chapter","the legend of spyro: dawn of the dragon","0.25","0.0"
"LinearCombinationMatchingRule","sales_10259","wiki_52507","0.0",,"2013-01-01T01:01:01.000000001","1980-01-01T01:01:01.000000001","2013-01-01T01:01:01.000000001","1980-01-01T01:01:01.000000001","0.0","0.0","Terraria","Tennis","terraria","tennis","0.0","0.0"
"LinearCombinationMatchingRule","sales_1484","wiki_44694","0.0",,"2005-01-01T01:01:01.000000001","2019-01-01T01:01:01.000000001","2005-01-01T01:01:01.000000001","2019-01-01T01:01:01.000000001","0.0","0.0","Need for Speed Underground Rivals","Need for Speed Heat","need for speed underground rivals","need for speed heat","0.5","0.0"
"LinearCombinationMatchingRule","sales_10278","wiki_34138","0.059999999999999984",,"2005-01-01T01:01:01.000000001","2001-01-01T01:01:01.000000001","2005-01-01T01:01:01.000000001","2001-01-01T01:01:01.000000001","0.19999999999999996","0.19999999999999996","Constantine","Colobot","constantine","colobot","0.0","0.0"
"LinearCombinationMatchingRule","sales_8249","wiki_46976","0.0",,"1998-01-01T01:01:01.000000001","2005-01-01T01:01:01.000000001","1998-01-01T01:01:01.000000001","2005-01-01T01:01:01.000000001","0.0","0.0","The King of Fighters '97","The King of Fighters XI","the king of fighters '97","the king of fighters xi","0.6666666666666666","0.0"
"LinearCombinationMatchingRule","sales_13316","wiki_24367","0.0",,"1998-01-01T01:01:01.000000001","1985-01-01T01:01:01.000000001","1998-01-01T01:01:01.000000001","1985-01-01T01:01:01.000000001","0.0","0.0","Romance of the Three Kingdoms VI: Awakening of the Dragon","Robin of the Wood","romance of the three kingdoms vi: awakening of the dragon","robin of the wood","0.2","0.0"
"LinearCombinationMatchingRule","sales_1903","wiki_49374","0.0",,"2009-01-01T01:01:01.000000001","0001-01-01T01:01:01.000000001","2009-01-01T01:01:01.000000001","0001-01-01T01:01:01.000000001","0.0","0.0","Grand Theft Auto: Chinatown Wars","Grand Theft Auto Collection","grand theft auto: chinatown wars","grand theft auto collection","0.5","0.0"
"LinearCombinationMatchingRule","sales_13081","wiki_32884","0.0",,"2016-01-01T01:01:01.000000001","1989-01-01T01:01:01.000000001","2016-01-01T01:01:01.000000001","1989-01-01T01:01:01.000000001","0.0","0.0","Caligula","Carnivores","caligula","carnivores","0.0","0.0"
"LinearCombinationMatchingRule","sales_6367","wiki_45118","0.12",,"2010-01-01T01:01:01.000000001","2013-01-01T01:01:01.000000001","2010-01-01T01:01:01.000000001","2013-01-01T01:01:01.000000001","0.4","0.4","Major League Baseball 2K10","Major League Baseball 2K13","major league baseball 2k10","major league baseball 2k13","0.7142857142857143","0.0"
"LinearCombinationMatchingRule","sales_1987","wiki_18130","0.3",,"2012-01-01T01:01:01.000000001","2012-01-01T01:01:01.000000001","2012-01-01T01:01:01.000000001","2012-01-01T01:01:01.000000001","1.0","1.0","Pokemon Conquest","PokÃ©mon Conquest","pokemon conquest","pokã©mon conquest","0.25","0.0"
"LinearCombinationMatchingRule","sales_5205","wiki_26448","0.3",,"1993-01-01T01:01:01.000000001","1993-01-01T01:01:01.000000001","1993-01-01T01:01:01.000000001","1993-01-01T01:01:01.000000001","1.0","1.0","Jurassic Park","Jurassic Park","jurassic park","jurassic park","1.0","0.0"
"LinearCombinationMatchingRule","sales_1656","wiki_34586","0.3",,"2002-01-01T01:01:01.000000001","2002-01-01T01:01:01.000000001","2002-01-01T01:01:01.000000001","2002-01-01T01:01:01.000000001","1.0","1.0","Sly Cooper and the Thievius Raccoonus","Sly Cooper and the Thievius Raccoonus","sly cooper and the thievius raccoonus","sly cooper and the thievius raccoonus","1.0","0.0"
"LinearCombinationMatchingRule","sales_3962","wiki_26892","0.24",,"2006-01-01T01:01:01.000000001","2007-01-01T01:01:01.000000001","2006-01-01T01:01:01.000000001","2007-01-01T01:01:01.000000001","0.8","0.8","Avatar: The Last Airbender","Avatar: The Last Airbender â€“ The Burning Earth","avatar: the last airbender","avatar: the last airbender â€“ the burning earth","0.5714285714285714","0.0"
"LinearCombinationMatchingRule","sales_2731","wiki_26610","0.3",,"2007-01-01T01:01:01.000000001","2007-01-01T01:01:01.000000001","2007-01-01T01:01:01.000000001","2007-01-01T01:01:01.000000001","1.0","1.0","Spectrobes","Spectrobes","spectrobes","spectrobes","1.0","0.0"
